surface,rooms,floor,balcony,parking,age,district,price
68,7,2,0,1,5,centre,404257.5363895961
163,3,6,0,0,79,centre,582678.692841286
149,6,11,1,0,23,populaire,576947.5773290574
79,7,9,0,1,44,calme,407042.60364513827
201,6,8,1,0,70,centre,822016.0712587079
49,4,0,0,0,6,centre,293241.86224224645
103,4,1,1,0,15,luxe,585791.9921365932
185,4,6,0,0,57,calme,727421.5889144223
47,7,14,1,1,56,centre,346577.9970284573
44,1,12,1,0,41,centre,181949.86835455708
115,5,1,0,1,13,centre,570502.1075489853
144,7,6,0,0,55,centre,606579.9321740444
29,2,0,1,1,11,calme,189521.38500159158
207,6,14,1,1,14,centre,905884.4022627529
61,6,2,1,0,7,populaire,245125.36682408038
59,7,14,1,1,57,centre,291346.3138291057
244,7,4,1,1,52,populaire,903941.6276056288
96,5,13,0,1,8,calme,424879.7384337163
124,1,11,0,0,45,centre,516624.0967987524
137,7,13,0,1,6,luxe,727625.3540170736
61,4,10,0,1,43,populaire,264146.3916362475
66,5,5,0,1,13,populaire,330271.6156823693
184,2,14,1,0,74,centre,709156.3304557098
227,4,12,0,0,5,luxe,987978.5301157671
41,2,8,0,1,34,luxe,293697.08109653316
204,3,8,1,1,69,centre,819491.8407555914
231,2,2,1,0,60,calme,810124.5782291952
126,4,13,0,1,23,calme,543237.313908263
46,3,7,0,0,72,centre,185086.6175743433
60,4,12,1,1,1,calme,349550.5947564935
99,6,3,0,1,77,luxe,555424.8580655693
181,4,6,1,0,50,calme,668375.6414843884
179,3,5,0,0,30,calme,676939.9716850845
237,2,7,0,1,26,calme,912232.8781903959
108,6,5,0,0,30,centre,538067.8046697656
85,1,3,0,1,69,centre,379100.4556442399
31,1,1,1,1,42,populaire,115306.0095757499
187,1,6,1,0,51,calme,692745.2866039741
92,1,10,0,1,13,centre,525081.7208974211
95,5,14,0,1,58,luxe,543740.0794013633
109,1,12,0,0,19,populaire,385163.9297169615
220,3,10,0,1,51,luxe,975148.1836057472
29,7,3,1,1,74,calme,195864.01529540028
115,1,12,1,1,39,luxe,658806.6850564849
245,4,8,0,1,67,populaire,829693.4285523692
195,7,8,1,0,43,calme,779062.3207546524
39,1,6,1,1,5,centre,228450.87461029168
58,7,4,0,1,56,luxe,391684.74104405165
79,2,2,0,1,57,luxe,378203.70249651134
85,3,2,0,1,71,populaire,264146.093316831
84,3,8,1,0,29,centre,385185.3909660596
198,7,8,1,0,51,calme,806671.8936186221
143,6,11,1,0,10,calme,612723.278872461
183,5,12,1,1,46,calme,764842.3623460316
171,4,10,0,1,4,populaire,648178.8094102864
174,7,3,0,0,2,luxe,868736.3818921852
149,3,10,0,0,14,luxe,704722.778281875
178,2,0,1,1,1,luxe,813967.2175262918
76,1,12,0,0,1,luxe,394408.41893474
97,3,9,0,1,71,populaire,276026.3300952988
213,2,4,1,1,53,populaire,757915.3884107945
48,1,13,0,1,45,centre,220478.84972304074
34,5,7,1,1,40,populaire,186668.57043946616
31,3,9,1,1,68,luxe,260454.57112074204
120,3,14,0,1,29,calme,508570.0884716047
175,7,14,0,1,43,centre,784384.7859151128
103,7,3,1,1,9,calme,534766.7004960116
144,2,9,0,0,29,calme,509227.66461146274
122,6,9,0,0,74,luxe,539587.129520018
43,7,3,1,0,48,populaire,165638.63376349563
168,4,12,0,0,34,populaire,633882.4960912957
157,5,11,1,1,64,populaire,573077.4322897
129,4,13,1,0,16,luxe,701283.3513354206
97,3,8,1,0,30,luxe,470929.45543814154
120,4,14,1,1,69,calme,477107.72777193406
165,1,8,0,0,76,centre,609732.4578408437
235,5,6,0,0,51,populaire,781307.7957547969
161,4,9,0,0,25,populaire,541958.4312960163
181,1,7,1,0,4,centre,724405.9545161285
147,2,11,0,1,13,calme,591987.9215218916
77,4,11,1,0,50,calme,302355.89409533807
95,5,3,1,0,14,centre,506031.2555831942
169,1,7,0,0,11,populaire,590556.2162841589
217,4,13,0,0,45,luxe,939927.1573001556
55,2,5,1,1,63,luxe,353001.24611344124
192,4,12,1,1,71,centre,827338.6793264762
183,1,2,1,0,58,populaire,652101.2275415065
41,4,6,1,1,25,centre,277175.3323608485
225,5,2,0,1,28,calme,889449.966884745
146,3,10,0,1,3,calme,609064.0439632335
99,1,6,0,1,49,luxe,516054.4996383342
208,1,4,1,0,24,calme,819454.3763540287
119,1,3,1,1,39,calme,468321.56861873576
203,1,2,0,0,31,centre,801891.4615678407
236,4,7,0,0,74,centre,876213.6211752056
115,5,3,0,0,36,populaire,437310.2923345727
180,2,7,1,0,9,centre,723290.7745245872
192,5,9,1,0,37,populaire,665787.444378112
183,1,2,1,0,60,luxe,777552.3795198589
167,6,9,0,0,26,centre,750772.4464755093
37,4,12,0,0,6,centre,287029.66659623967
57,6,8,0,0,72,centre,315262.858642762
214,4,5,0,0,8,luxe,915469.5689317395
170,1,14,0,1,58,centre,672945.5400784705
243,4,4,0,1,35,calme,876189.1835889779
128,1,4,1,1,29,centre,516191.7431223055
142,5,12,0,0,18,populaire,576653.3121160446
163,7,2,0,0,40,calme,633436.4858447206
206,3,1,1,0,54,centre,849723.0881474772
216,4,5,1,0,5,centre,901009.2160780649
215,1,10,1,0,21,luxe,919879.8889981549
168,6,0,1,1,69,populaire,586522.7099262814
123,1,14,1,1,23,calme,550574.1985937695
225,6,14,1,0,61,calme,865936.4231300983
242,4,13,0,0,41,luxe,1023257.5201752277
225,2,6,0,1,21,calme,867853.3854426468
217,6,14,0,1,15,calme,852198.5767036532
159,1,4,0,1,12,populaire,565436.1717027468
163,4,3,1,0,36,centre,674007.2309680615
100,1,8,1,0,51,centre,433696.0381350463
106,2,9,0,0,23,calme,455780.5432321519
161,3,0,1,0,16,populaire,565415.3464523053
80,7,10,1,1,15,luxe,555194.3002924334
218,7,14,0,1,0,centre,920335.1310542254
65,2,3,0,0,0,calme,353348.3279925818
51,5,2,0,1,29,calme,309730.1217729319
34,4,5,0,0,23,populaire,115999.63435247837
63,2,4,0,1,45,populaire,206723.39665907054
164,3,6,0,0,1,populaire,529723.299533674
188,1,12,0,1,14,calme,758119.4221423517
73,4,0,0,1,28,populaire,245485.64760401053
63,6,12,1,1,61,calme,269686.7334882979
117,2,4,0,0,12,centre,515849.4121153552
24,3,13,1,1,64,calme,123753.5828804166
128,2,1,0,0,44,calme,435111.0581057196
46,5,1,1,0,46,centre,285358.7301901763
135,7,10,0,1,15,populaire,596454.7679801142
106,7,14,0,0,2,populaire,455378.38512336067
123,4,10,0,0,69,calme,499245.02235215076
142,1,1,0,0,4,calme,534815.8199691452
225,3,8,0,0,25,centre,906278.1876234484
98,2,9,1,1,14,populaire,389293.7629236775
62,4,2,0,0,72,centre,282674.4743575151
116,2,3,0,1,54,calme,409699.32222983695
50,4,14,0,0,21,calme,189113.78059207613
118,7,4,1,0,36,centre,591970.9383311223
36,5,13,1,0,28,centre,261419.35393809504
239,2,3,1,0,25,luxe,946555.7135562412
102,5,3,1,0,69,luxe,508588.382761221
129,6,4,1,0,10,populaire,515742.0151438322
201,6,9,1,0,19,centre,859002.8143353158
209,7,14,0,0,69,populaire,748416.1028435621
234,3,8,0,0,32,luxe,985955.5356389887
51,5,11,0,1,29,populaire,211835.03432238442
187,4,8,1,1,49,luxe,851788.5648265914
160,3,13,0,0,33,centre,658380.3643202853
231,2,13,0,0,4,centre,936473.2489302779
54,2,5,1,0,79,populaire,146911.21244617095
152,4,10,0,1,11,centre,698444.2909265568
220,1,11,0,1,75,populaire,712136.8110287128
48,1,13,0,1,74,populaire,150424.259690737
89,2,2,1,0,51,luxe,462729.4713012535
172,7,5,1,0,50,calme,723852.0346288293
114,7,9,0,1,20,populaire,472795.53657344764
41,4,3,0,0,70,luxe,299834.6175330224
213,1,2,1,0,57,luxe,800878.4329973776
192,5,5,1,1,63,luxe,822263.9701211087
88,2,14,1,0,5,calme,439377.0335033892
238,6,10,1,1,48,centre,990035.5813985474
108,5,5,0,1,71,populaire,335488.57950044813
91,4,1,1,0,36,populaire,325109.51637518953
148,6,8,0,1,9,centre,717117.2574252392
231,5,7,1,0,79,centre,851498.9120916573
191,1,5,0,1,65,luxe,801950.3628233162
106,7,0,1,0,55,luxe,616653.1917538422
115,1,11,1,0,70,centre,435424.29994612356
94,6,1,1,0,65,populaire,293765.37723703316
186,3,14,0,0,44,centre,671242.4089954534
73,7,3,0,1,67,centre,353488.92019536113
107,2,6,0,1,63,calme,431282.66841510026
222,6,8,0,0,15,calme,862478.2582767289
176,4,9,1,0,9,luxe,908048.3000879154
73,2,4,1,0,20,luxe,530708.9977641767
237,5,9,1,1,11,populaire,955647.1886698488
35,7,1,0,1,12,centre,260965.95410909754
118,4,14,1,0,9,centre,576352.4219652317
39,4,12,1,1,12,calme,245916.3902162048
65,1,10,1,0,33,populaire,200003.21979697514
214,5,10,0,1,58,centre,871317.6222168334
212,1,10,0,0,48,populaire,672431.5475296421
146,1,0,1,0,5,calme,514220.2228037146
77,7,9,0,0,11,centre,384588.9238212479
200,3,13,0,1,28,calme,796073.5960525535
130,1,12,1,0,76,calme,524850.7080410147
148,2,13,1,1,25,calme,642198.2241622158
100,4,0,0,1,67,centre,419665.44508894015
213,7,4,0,0,78,populaire,748345.3142764287
176,1,13,1,0,15,centre,729966.6120572041
103,6,6,1,0,52,calme,467534.9710414544
89,2,8,1,1,18,luxe,537176.1632643351
27,5,8,1,1,46,populaire,57741.9829189234
48,4,7,1,1,31,luxe,356528.36074299936
131,7,0,1,1,69,calme,554955.0719992928
198,6,4,1,1,69,centre,831464.8356066647
180,7,5,0,1,60,populaire,636096.4357790964
150,7,5,0,1,4,luxe,706798.7179920821
207,6,3,1,0,58,centre,833809.3731217891
182,5,0,0,0,1,populaire,620039.6744481132
216,6,2,0,0,1,calme,834041.101408767
238,2,9,1,1,2,calme,986264.5119916787
127,7,14,1,0,69,calme,514776.7726767065
223,5,14,1,1,42,centre,910285.8180774823
231,7,3,0,1,4,centre,976676.0176467585
128,6,3,1,1,49,calme,567283.1219705455
39,5,12,1,1,9,calme,269028.9028150015
92,5,3,0,0,26,populaire,376070.1698573598
186,1,13,1,1,23,luxe,821375.1734184602
23,1,4,0,0,21,populaire,26223.2163972434
38,1,12,0,1,2,luxe,349160.66668716265
121,6,14,1,0,15,centre,570569.726826879
238,4,14,1,1,29,populaire,901394.4250583347
192,2,10,1,1,42,centre,853750.845025607
190,6,8,0,0,3,centre,779959.9543939134
160,7,3,1,0,39,luxe,771818.6003587605
160,1,8,0,0,15,luxe,748714.9403246411
207,5,8,1,1,71,populaire,714743.7735645926
204,6,0,1,1,15,populaire,774388.6076533949
105,5,4,1,1,65,populaire,306494.60966172756
239,7,8,1,0,54,luxe,1033422.3570238386
71,5,3,0,0,19,calme,295659.64528097847
130,5,4,1,0,50,calme,488524.2834042093
200,3,3,1,1,56,luxe,858794.8580374633
128,4,12,1,1,50,populaire,463545.09227306134
105,2,1,1,0,17,calme,390313.0934596214
62,2,9,0,1,76,centre,325910.8055192372
230,1,1,0,1,58,calme,823437.599825933
219,3,1,1,1,27,calme,858316.7996118031
219,6,12,0,0,68,luxe,915551.0954295504
61,6,0,1,0,27,luxe,409671.01511846617
109,2,2,0,0,12,calme,370952.4381491948
134,4,14,1,1,5,centre,614147.7320028902
45,5,13,0,0,28,centre,330242.39934803895
170,7,10,0,0,8,populaire,675638.9790284147
62,1,9,0,1,28,calme,262518.1957366281
96,4,0,0,1,37,calme,410743.3870912293
175,2,3,0,1,64,centre,622027.6273550036
156,3,0,1,1,55,luxe,693867.2897694745
39,1,3,0,0,29,calme,163616.63739477607
203,2,2,1,1,58,centre,815174.1743259284
230,6,8,1,1,57,calme,874745.6266029911
58,1,0,1,1,9,luxe,390268.1043841293
198,2,13,1,1,20,populaire,726601.346919882
31,6,7,1,1,55,luxe,323765.31052663265
226,7,10,1,1,25,luxe,1048083.6365256215
242,6,8,1,0,14,centre,1002744.0748813525
202,5,11,1,0,34,centre,850218.7543673889
225,3,6,1,0,14,luxe,962445.0461361684
30,5,0,1,0,74,centre,160291.43451458742
173,2,3,1,1,5,luxe,764523.9481053097
61,7,9,0,1,27,luxe,465595.58276466856
174,4,0,1,1,62,calme,658007.3202162185
30,7,3,1,0,28,luxe,285605.74348854856
57,7,14,1,1,47,populaire,241814.24578088714
117,7,2,0,1,62,centre,571005.4031422152
190,5,1,0,1,57,populaire,652200.7237242485
38,4,0,1,1,20,centre,280641.417560947
211,6,5,0,0,75,luxe,868125.8226569949
153,2,11,0,1,21,populaire,522047.676254896
193,3,6,1,1,26,calme,767715.4824763945
135,4,5,1,1,78,luxe,662531.5379383917
249,2,8,0,0,56,luxe,1045754.6099784181
132,4,11,0,1,9,luxe,725848.7904316711
189,5,8,1,1,21,calme,801117.874284346
239,2,1,1,1,43,populaire,847448.8952204287
84,5,14,1,1,27,luxe,502643.0680916554
118,1,14,1,1,49,populaire,419351.8370049867
91,2,1,1,1,50,luxe,505549.95947797975
206,4,8,1,1,0,luxe,1005099.5060084627
71,1,0,0,0,33,luxe,373478.04874774517
137,5,4,1,0,34,calme,546099.0590312723
194,5,0,1,1,60,luxe,826430.615486237
139,4,6,0,1,29,populaire,509477.48573830194
26,1,8,1,0,75,luxe,242289.00527080114
30,7,5,1,0,77,populaire,88371.29391951764
122,6,13,0,0,67,populaire,446070.5307163548
80,3,1,0,0,75,centre,352003.53708845313
87,4,5,1,1,39,populaire,318556.0626919575
172,5,8,0,1,64,centre,698819.6387595562
159,2,2,1,1,36,calme,657724.8117406059
173,1,8,1,1,63,luxe,764659.3508706292
121,6,7,0,1,0,calme,606417.5468025077
129,3,14,1,0,14,calme,552307.2245788709
159,2,12,1,0,12,populaire,618753.2413496454
190,1,11,1,0,28,luxe,799866.6793233602
70,6,6,1,0,54,luxe,451682.1624408584
136,4,7,0,0,44,calme,514667.6484376168
184,6,9,0,1,3,centre,780862.1850161976
65,4,5,1,0,63,centre,295834.9624801844
72,7,2,1,0,14,populaire,303007.7520886799
107,1,6,1,1,47,centre,482123.2265210547
227,6,3,1,1,75,centre,897681.4750141072
140,3,10,1,1,55,calme,503496.115170035
32,6,9,0,1,69,centre,211556.09752431593
108,1,13,0,1,14,luxe,570250.4679872438
144,2,4,0,0,38,calme,553655.5966542242
137,2,7,1,1,68,calme,548659.9346074696
73,6,14,1,1,78,centre,359314.83098954376
204,6,6,1,0,59,luxe,870224.593629377
135,4,6,0,0,43,luxe,607641.0968028682
137,1,7,1,1,42,centre,547367.9398660957
23,4,9,0,1,3,luxe,256868.4862691689
94,3,2,1,0,76,populaire,296520.17587761383
243,7,2,1,1,49,populaire,969233.5973343877
68,2,1,1,1,38,centre,363062.5775912729
26,5,14,1,1,53,calme,220250.0227931764
129,5,0,0,1,22,calme,553360.6618763964
141,1,9,1,1,59,luxe,607079.4060320847
30,1,5,1,0,79,populaire,31731.553336377954
111,5,5,0,0,34,calme,475423.0436146166
201,1,12,0,1,53,luxe,816211.2720467648
234,2,9,0,1,57,populaire,785533.0426463649
192,3,11,1,0,61,calme,678721.9278366037
42,3,7,1,0,79,luxe,262084.23827831255
47,4,13,1,0,47,centre,338061.11344982265
130,2,5,1,1,6,centre,642681.1757281761
76,7,5,0,0,44,calme,346872.73663644004
45,1,0,0,1,12,luxe,372398.0047524489
172,1,11,0,1,52,populaire,602120.1774803562
73,7,6,0,1,38,centre,391930.2885922954
48,4,6,0,1,17,populaire,165990.5996759155
230,4,9,1,1,21,luxe,1016505.853563945
116,1,8,1,0,35,centre,483353.0112538906
183,1,13,1,0,52,calme,667743.6915807247
33,7,14,0,0,71,centre,219109.67536644218
97,2,11,0,0,2,calme,388292.05189992057
54,7,6,1,1,61,populaire,186184.2027573019
49,4,7,1,0,28,centre,251816.80636039027
111,7,3,1,0,72,luxe,570861.5369157568
36,7,8,1,0,7,populaire,171299.02556546958
214,7,14,1,0,75,populaire,773332.3202923693
227,2,13,1,0,45,calme,851915.3539124914
177,6,0,0,0,55,luxe,784859.974466424
112,1,7,1,1,48,populaire,372691.50280333107
192,5,2,0,1,42,centre,751176.7212799069
98,7,13,1,0,9,calme,536956.8324923718
129,5,0,0,1,12,luxe,638461.8462462988
236,6,1,0,1,56,calme,950025.4648487936
198,1,14,0,1,1,calme,749839.3090644338
121,4,5,1,1,64,populaire,394083.18283453124
125,5,4,1,1,79,centre,477647.9699153848
66,4,13,1,0,41,centre,353493.0812506263
200,5,2,1,1,57,luxe,901535.0909023858
83,4,8,0,1,9,luxe,463258.5756996211
185,7,7,1,0,62,centre,765390.730193796
83,5,12,1,1,70,calme,357152.602565739
106,4,2,1,1,60,calme,367635.8400537828
236,6,1,0,0,0,centre,964904.0834101714
26,2,7,0,1,25,populaire,127611.77498414103
41,4,13,1,0,4,calme,304461.5190769003
100,2,14,1,1,34,centre,428956.3366435259
229,2,4,1,1,12,populaire,863166.9693327536
188,1,14,1,0,26,calme,749030.316953988
93,7,8,0,1,11,luxe,559377.3304869633
157,6,0,1,0,49,calme,563871.6763351111
204,2,9,1,1,58,calme,778965.6185207231
154,3,2,0,1,30,centre,592054.8861388597
144,7,4,1,1,68,calme,598440.866540763
69,2,1,1,1,36,calme,284846.17194231035
249,4,2,1,0,1,populaire,883994.6061554159
238,2,3,0,1,70,centre,897496.4511148413
71,4,3,0,1,64,populaire,299645.50936729193
180,4,10,1,0,2,luxe,896760.060424514
20,3,8,1,0,19,calme,151746.14820650985
200,2,0,0,0,1,centre,807814.7197913505
207,2,11,0,1,41,luxe,892238.27251478
181,5,8,0,0,42,centre,728785.9371114442
23,7,14,1,0,20,calme,261787.6236107673
164,5,8,0,0,44,centre,684523.8782817668
151,1,10,0,0,19,centre,635268.3847576523
190,4,5,0,1,42,populaire,685237.1526960498
237,3,10,1,1,49,centre,943706.9823906018
23,5,0,0,1,42,centre,157185.8396645376
20,2,10,1,0,23,populaire,56085.09351111093
90,1,12,1,0,59,calme,354451.5486592744
241,3,11,1,0,31,luxe,1047487.5548093163
197,6,5,1,1,4,populaire,734493.9347158117
220,2,7,0,0,1,calme,822259.3831739647
208,2,4,1,0,25,calme,769651.3141279232
54,6,4,1,1,24,luxe,389777.2210740242
27,4,0,1,1,49,calme,98796.89596753263
171,4,0,0,1,38,populaire,561067.8351304545
230,5,7,0,1,74,calme,853731.4680600087
55,5,12,0,1,10,luxe,443441.24729089055
197,2,4,0,0,62,luxe,784881.2378822085
142,7,7,1,0,67,populaire,522605.14385349123
62,2,9,1,0,17,populaire,235823.4975259134
46,5,1,1,1,27,calme,281884.5581399986
51,6,14,0,1,41,luxe,444958.17439072416
97,5,3,0,1,59,luxe,480124.2782417615
140,2,12,0,1,21,calme,558568.7535179051
165,3,10,1,0,39,luxe,716598.7639783932
175,2,13,1,0,61,populaire,637831.0068798178
176,3,9,1,0,2,populaire,643909.4190491153
35,3,8,0,0,70,calme,145618.33437208593
118,2,12,0,0,62,calme,454420.45215052296
66,7,2,1,0,19,calme,383921.27815630427
206,7,5,0,0,70,populaire,666382.0959114672
50,1,10,1,0,70,populaire,158187.85053676245
23,5,6,1,1,25,luxe,244013.36792607693
184,7,2,0,0,40,populaire,623760.4663050513
36,4,0,1,0,2,calme,212366.4147218183
58,2,1,1,1,42,centre,297416.18066264037
67,3,10,1,1,16,centre,429166.3041375268
193,2,13,1,0,52,centre,765924.9231200832
237,5,9,1,0,51,centre,940373.1764687473
195,6,6,0,1,32,centre,828195.1738332049
58,7,6,1,1,79,populaire,255196.3911495671
151,7,11,0,1,59,calme,599966.9556494721
49,7,0,1,0,67,calme,180259.81187787096
177,3,9,0,1,55,luxe,785348.985694552
41,4,6,0,0,63,calme,175047.18123739827
222,4,14,0,1,7,luxe,1002597.331226605
85,7,9,1,0,68,calme,421726.67537315196
127,4,10,0,1,32,luxe,667887.1558921183
31,6,5,1,0,24,luxe,262422.81693891383
241,7,10,1,1,70,calme,923438.0556576245
55,1,5,0,1,6,centre,321420.8683931829
37,3,6,0,0,58,calme,166106.26956210897
109,6,6,1,0,32,calme,509644.89680958295
200,3,0,1,0,40,centre,830317.7178881019
218,7,9,1,1,32,calme,906068.5742149858
20,6,4,0,1,28,luxe,298317.52978609886
146,7,14,1,1,38,centre,644658.5981882322
205,6,13,1,1,56,centre,842043.6995552317
109,7,13,1,1,63,populaire,412927.3692168573
106,1,7,1,0,65,luxe,452416.52316500526
109,3,7,1,0,8,luxe,605267.3996003602
153,6,2,1,1,28,calme,650217.3432046933
89,1,2,1,1,73,calme,382515.31157166313
63,2,6,1,0,27,luxe,410134.10938194446
219,7,14,1,1,52,luxe,1007274.1553869257
171,5,3,1,0,45,luxe,821338.7899766209
105,6,5,1,0,38,calme,432868.2295272843
38,4,8,1,0,75,luxe,224459.42041919674
120,1,9,0,0,57,luxe,569189.3822749003
165,1,1,1,0,53,centre,643961.8473974706
114,6,1,1,1,5,luxe,636982.7484450045
120,1,5,1,0,44,populaire,376603.1326749606
49,2,2,1,1,39,calme,209706.85533480355
189,1,0,1,0,22,centre,744252.9994554642
52,5,1,0,1,41,luxe,369297.94400056836
221,5,13,1,0,37,luxe,998484.4061768677
248,7,12,0,1,15,centre,1003967.6722432012
31,7,6,1,1,73,centre,265783.502607718
137,4,3,0,0,46,centre,553557.9907975709
113,2,11,0,0,20,populaire,399405.3466934273
174,5,1,1,0,73,populaire,560741.2957541883
186,6,10,0,1,74,centre,770919.9922270268
156,3,11,0,0,20,luxe,783143.3926480148
168,3,11,1,0,24,calme,694678.0721317495
95,3,7,0,1,60,populaire,303228.0292898083
48,7,3,0,0,53,calme,178397.2698125265
180,6,3,0,0,59,calme,658635.9097450065
209,1,1,1,1,41,populaire,701068.0918896705
136,6,13,1,0,60,calme,569450.3960978895
34,1,0,1,1,31,luxe,263286.31191089813
21,3,0,1,0,52,populaire,22977.959390849286
199,4,2,0,1,43,populaire,686799.5882365231
136,4,5,1,1,10,calme,589547.314786762
191,1,6,0,0,46,calme,674785.3492056723
201,3,12,1,1,59,centre,801289.0663242578
37,6,8,1,0,35,populaire,124735.38558528965
22,4,4,0,1,59,calme,139370.64339034678
154,1,8,0,1,32,luxe,671961.4085936258
190,6,7,1,0,41,populaire,720377.0289222228
229,3,0,1,0,12,centre,947813.5801277026
185,2,10,1,0,13,luxe,802488.2403546115
184,3,11,1,1,57,centre,805966.1990681718
205,7,2,1,0,39,centre,880507.9211863457
180,3,7,0,1,64,luxe,784992.018868326
127,6,8,1,1,4,centre,601867.0554034797
206,6,13,0,0,29,centre,781196.4574611505
114,5,3,1,1,44,centre,526123.1494095045
141,5,13,1,0,57,centre,611341.8465914131
30,6,13,0,1,38,centre,279633.0507086751
87,6,13,1,0,11,populaire,315623.25839965924
142,2,11,0,1,33,calme,595643.7936646285
229,2,5,0,1,13,populaire,852330.1357176336
215,3,3,1,0,37,populaire,759306.4215790513
132,7,12,0,1,15,calme,560463.9851147766
117,4,14,1,1,60,calme,485588.21405773296
112,7,8,1,1,58,luxe,570411.7839767399
235,2,1,1,1,74,centre,846126.958043961
41,3,5,1,1,78,calme,145485.27019155206
213,7,10,1,0,73,luxe,934080.7693467416
191,1,12,1,0,66,luxe,776593.5232971858
146,5,2,1,1,10,populaire,562954.8829944821
153,7,9,0,0,10,luxe,783495.7333371766
189,4,3,1,0,15,centre,787344.9404588947
44,3,1,0,1,37,populaire,137079.4788098467
204,7,10,1,0,29,calme,825736.0701106609
104,6,7,1,1,40,populaire,461076.95277994743
74,1,9,0,0,0,populaire,305810.1180628954
163,5,7,0,1,37,centre,624005.439263075
114,1,0,0,1,59,centre,435442.0276513483
161,3,9,0,1,18,populaire,593937.0610836822
186,2,5,1,1,58,calme,759782.663180904
175,5,0,1,0,67,centre,684941.1104920435
243,1,5,0,0,9,populaire,829417.5098950679
239,2,6,1,1,16,centre,960334.6671981121
198,4,14,0,0,79,centre,758514.175405659
138,3,1,0,1,71,luxe,620432.1782795301
196,3,8,0,1,28,calme,774969.1518225635
28,5,7,0,0,5,populaire,131173.04826655617
205,1,8,0,1,65,populaire,733820.7778278321
192,4,14,1,1,62,luxe,863984.8795158252
169,6,9,0,0,30,populaire,654232.0167131916
179,5,12,0,1,24,populaire,678763.0818351684
216,6,3,1,1,20,luxe,974463.7143500446
234,5,3,0,0,15,luxe,1024023.5550033328
216,1,11,0,0,3,populaire,692872.2090025041
61,4,7,1,1,45,luxe,402777.6347144735
72,1,0,1,0,7,centre,262547.01790957054
243,3,7,1,0,5,centre,947729.724878538
206,6,6,1,0,52,centre,812059.9436296757
93,2,11,1,0,63,centre,398779.094517954
58,7,6,0,0,50,luxe,395046.0499713609
141,3,8,0,0,62,calme,467390.2731067817
34,3,14,0,1,5,calme,217052.5610592661
218,6,12,1,1,61,populaire,790519.6168706454
176,5,9,1,0,32,calme,768599.618378063
142,3,6,1,0,1,centre,630860.4826128116
130,7,14,1,0,40,luxe,639807.4502644689
150,4,1,1,1,15,centre,692643.4870108519
102,3,0,1,1,58,centre,435867.0337021233
29,4,0,0,1,8,luxe,325850.99373657105
111,1,6,1,1,68,centre,487663.0199574712
48,5,4,0,0,9,centre,271399.6532385079
226,4,3,0,0,6,luxe,968722.1224213537
54,3,4,0,0,65,luxe,300598.15564140317
25,5,9,1,0,19,populaire,157941.6147028456
159,7,9,1,0,62,populaire,626172.5595211482
130,5,5,1,1,3,centre,676814.5552189618
57,4,11,1,0,27,populaire,223155.68236849908
96,4,14,1,1,71,calme,454068.74380319397
112,2,9,0,0,34,calme,447192.6191060082
166,2,5,0,0,1,centre,679153.8792911413
86,5,0,1,1,40,populaire,302410.114658524
155,6,1,0,1,27,centre,691759.594715282
27,6,2,0,0,74,populaire,112445.29803836648
141,2,3,1,1,72,luxe,669295.2923418733
103,3,5,0,1,0,luxe,546640.2591487966
194,1,11,0,1,26,luxe,865378.1510619143
151,5,11,1,0,66,luxe,673869.6907261077
198,1,10,0,0,38,centre,771297.5143098498
104,2,12,1,0,72,centre,444980.88786504837
214,4,8,1,1,39,centre,890398.9532110437
64,7,11,1,1,27,calme,393772.4338672302
155,5,1,0,0,23,luxe,699947.4366678264
106,2,7,0,0,50,luxe,545122.9118796206
35,3,8,0,1,55,luxe,272384.31977877166
96,7,1,1,0,72,populaire,296899.06957738113
214,5,8,0,0,25,populaire,800121.3816289993
28,5,6,0,1,51,calme,182742.38875115546
79,6,8,1,1,5,calme,451632.7375929561
97,4,5,1,0,58,populaire,331048.0303128808
96,5,1,1,1,11,populaire,326502.5978906039
90,4,7,0,1,62,centre,381842.9647163135
34,2,9,1,0,35,centre,220516.7535830032
90,3,14,0,1,8,populaire,363244.41792651993
121,7,8,1,1,73,luxe,675565.7482448164
245,7,11,1,0,66,populaire,854543.2005716152
188,3,7,1,1,28,centre,815042.0414400253
41,5,1,1,1,70,calme,218050.19088560867
171,5,14,0,0,7,populaire,577314.5764827498
132,2,7,0,1,42,populaire,453438.0335873302
248,6,2,0,0,76,luxe,1009351.7707742027
191,6,2,1,0,34,calme,792911.9120169113
20,6,8,0,1,21,luxe,243396.38361814097
29,4,12,1,0,79,calme,164694.706316012
227,6,8,1,0,78,luxe,969373.0187016149
129,3,14,0,1,65,calme,543949.0958992597
219,7,8,1,0,20,populaire,808565.6397958474
203,7,3,1,0,70,populaire,734645.2735267752
132,4,11,0,1,40,populaire,450661.2893412906
236,2,13,0,0,40,centre,973869.4518440035
69,3,6,1,0,48,calme,277774.5674591716
31,7,12,0,1,3,calme,214893.8665706586
108,3,7,1,1,64,luxe,516931.24972065666
228,7,14,0,0,9,centre,996057.5466530356
207,1,14,1,0,66,luxe,860469.6554662597
173,2,12,1,0,9,centre,765787.0049245505
131,2,14,1,1,72,luxe,666928.5625295867
97,1,12,0,0,16,centre,466669.1968881069
188,4,4,0,1,66,luxe,837991.9910026925
183,7,12,1,0,52,luxe,817609.0905138685
